document_name,sentence,label
06-Public-Land-Policies.txt,"The alienation or leasing of unused road reserves or easements in Sites of Natural Significance, must not occur until there is an appropriate agreement in place, between the agency currently controlling the land and Council, which provides for the most stringent limitationonclearingofnativevegetation.",
06-Public-Land-Policies.txt,"When a road reserve or other linear easement is alienated, it must be ensured that the retention of easement rights for public utilities, where appropriate, should be acondition of alienation; and/or if the reserve or easement is adjacent to other Public Land, provisionforpublicaccess whereappropriateshouldbeaconditionofthealienation.",
06-Public-Land-Policies.txt,"6.10 Clearing of native vegetation on road reserves, easements and linear reserves The clearing of native vegetation on road reserves, easements and other linear reserves must be strictly controlled, so as to protect botanical, wildlife habitat and landscape values.",
06-Public-Land-Policies.txt,Managers and owners of these areas must beencouragedtopreparerevegetation and rehabilitation programs for those areas that are devoid of vegetation or otherwise degraded.,
06-Public-Land-Policies.txt,"When issuing or renewing licences for unused road reserves or easements, the relevant Department shouldensurethat:  the intrinsic value of existing vegetation and its value as a refuge or habitat for wildlifearemaintained;  the area is protected from wildfire and soil erosion and noxious weeds and verminarecontrolled;  publicaccess is maintained,and  revegetation with indigenous native species is encouraged on unused road reserveoreasements, particularlyinSites ofNatural Significance.",
06-Public-Land-Policies.txt,"6.11 Private use of Public Land Crown or other Public Land, which is leased or licensed for private use, must be protected from inappropriate use or development which would prejudice its future use for public purposes, or which would be inconsistent with policies for the underlying or adjacent Regional StrategyPlanPolicyArea.",
06-Public-Land-Policies.txt,"When consideringthe proposed issue of a lease or licenceforCrownorPublicLand,the Government Department or Public Authority responsible for the management of such land:  May, where appropriate, allow restricted and limited recreation use by the public.",
06-Public-Land-Policies.txt," Ensure that cultivation is not permitted, except with the approval of the Government Department or Public Authority responsible for the land's management.",
06-Public-Land-Policies.txt,"REGIONALSTRATEGYPLAN - PUBLICLANDPOLICIES  Should ensure that licensees provide stiles in any fences erected across their licencearea,whererequired.",
06-Public-Land-Policies.txt," Should ensure that the intendinglicence or lease holder has obtained the relevant approval orplanningpermit from theCouncil administeringtheplanningscheme for the area affected by the licence or lease, to use or develop that land for the intendedpurposeoftheleaseorlicence.",
06-Public-Land-Policies.txt, The use and development of privately owned land in Public Land Policy Areas must have regard to the policies generally applying in the vicinity of the subject land.,
06-Public-Land-Policies.txt, The use and development of public land which is not in a Public Land Policy Areamust haveregardtothepolicies forPublicLand.,
06-Public-Land-Policies.txt,"6.12 Landscape protection The landscape character of Public Land in the Region is of high value and must be maintainedorenhanced,andspecial landscapefeatures must beprotected.",
06-Public-Land-Policies.txt,"Government Departments, Public Authorities and Councils responsible for management ofPublicLandmust ensurethat:  All proposed land use changes and activities are carried out in a manner which ensures that the landscape character is maintained or enhanced and special landscapefeatures areprotected.",
06-Public-Land-Policies.txt," Where the land is within a landscape ‘classified’ or ‘recorded’ by the National Trust ofAustralia(Victoria),regardmust behadtoanycitationapplyingtothose landscapes, inthecarryingout ofanyworks orundertakings.",
06-Public-Land-Policies.txt," Where such works and undertakings could have a significant landscape impact, advice should be sought from the National Trust prior to commencement of such works orundertakings.",
06-Public-Land-Policies.txt,6.13 Fire Protection All Public Land in the Region must be protected from fire and fire protection and suppression must be undertaken by relevant Government Departments or Public Authorities inaccordancewiththeFireManagement Policies inChapter20.,
06-Public-Land-Policies.txt,6.14 Water Resources The vital importance of Public Land within the Region for water production purposes must be recognised and the use of that land forthosepurposes must beprotected.,
06-Public-Land-Policies.txt,Water resources on Public Land in the Region must be managed in accordance with Water Resources Policies inChapter17.,
06-Public-Land-Policies.txt,6.15 Forest management The importance of the forested Public Land in the Region as a source of timber and otherproducts must berecognised.,
06-Public-Land-Policies.txt,Forest management must: 39.,
06-Public-Land-Policies.txt,"REGIONALSTRATEGYPLAN - PUBLICLANDPOLICIES  ensure that the use of forests is sustainable for the full range of products and other benefits that forests provide, including recreation, water production, soil conservation andtheprotectionoffloraandfauna;  protect theidentifiedenvironmental values ofnativeforests;  ensure native forest management and timber harvesting operations are consistent withprotectionofforest environment;  have regard to the Code of Forest Practices, and in particular, minimise the permanent removal of native forest and increase the current net area of public nativeforest;  take account of any relevant State Government polices and/or strategies for conservation of natural resources and for the timber industry, especially with regard to encouragingreforestation, preferablywith nativespecies from thesame locality;  ensure that the traffic impacts from forestry uses do not have an adverse impact ontheenvironmental andlandscapevalues oftheareaandonnearbyroads; and  ensure that the land allocated for timber production is in accordance with the LandConservationCouncil recommendations adoptedbytheStateGovernment.",
06-Public-Land-Policies.txt,"6.16 Timber production Timber harvesting, both hardwoods and softwoods on public and private land, and associated activities, must be carried out in a manner which minimises any detrimental effects ontheRegion's landscape,compositionofvegetation,wildlife,soil,waterquality andyields, recreationandtransport system.",
06-Public-Land-Policies.txt,"Timber harvesting, planning and operations must have regard to the Code of Forest Practices andanyspecificlocal prescriptions.",
